rpm,throttle,egt,cht,oil_temp,egt_residual,cht_residual,label
3754.01,0.692,907.68,428.4,209.9,4.77,6.65,LUBRICATION_ISSUE
2956.65,0.4127,697.5,298.05,138.96,2.05,0.78,NORMAL
3230.67,0.4736,751.81,335.25,177.56,6.11,7.83,LUBRICATION_ISSUE
3576.85,0.6214,856.36,399.36,188.31,4.69,8.36,LUBRICATION_ISSUE
4150.64,0.8459,1009.24,486.53,200.52,-5.81,-2.51,NORMAL
3642.15,0.6525,877.13,407.66,204.2,3.53,3.5,LUBRICATION_ISSUE
3640.67,0.6711,881.32,410.26,175.71,-3.37,-0.55,NORMAL
3487.65,0.5915,831.77,384.94,192.99,2.48,7.37,LUBRICATION_ISSUE
3295.45,0.5186,808.74,374.92,154.94,32.8,29.36,OVERHEATING
3164.28,0.4653,742.75,328.45,174.54,5.36,6.01,LUBRICATION_ISSUE
3386.07,0.5542,800.28,373.68,183.87,-1.54,12.58,LUBRICATION_ISSUE
3915.37,0.7713,1003.28,463.8,193.94,44.71,8.66,OVERHEATING
3284.13,0.5228,778.73,349.79,154.59,0.86,3.07,NORMAL
3408.6,0.5596,805.99,364.7,160.43,-0.18,1.0,NORMAL
3787.16,0.7127,920.88,431.36,182.78,3.91,1.17,NORMAL
3236.14,0.4989,785.38,355.3,155.61,24.23,18.6,OVERHEATING
3738.18,0.7111,963.32,441.72,184.37,49.77,13.59,OVERHEATING
3917.8,0.7822,995.27,473.54,195.23,30.05,14.41,OVERHEATING
3597.33,0.6328,863.71,402.13,191.32,4.15,6.4,LUBRICATION_ISSUE
3240.43,0.4937,757.41,334.08,151.86,-0.85,-0.88,NORMAL
3524.68,0.5956,837.11,381.27,166.48,3.51,1.12,NORMAL
3193.46,0.4627,772.99,336.64,152.6,35.68,14.26,OVERHEATING
3245.46,0.4799,780.39,352.52,151.96,30.17,22.39,OVERHEATING
2877.24,0.3593,659.41,271.48,134.54,-0.03,-4.18,NORMAL
3004.0,0.4085,723.91,307.82,139.98,28.62,10.65,OVERHEATING
3793.14,0.7219,947.63,453.93,186.9,24.84,20.25,OVERHEATING
3280.8,0.5108,792.25,357.38,156.15,21.73,15.07,OVERHEATING
3519.95,0.6082,838.13,381.97,168.03,-2.8,-2.59,NORMAL
3398.81,0.5512,835.86,371.22,164.52,35.2,10.83,OVERHEATING
2756.73,0.3256,637.15,260.06,126.02,3.95,0.15,NORMAL
3706.85,0.6848,895.4,425.83,204.69,-0.82,8.1,LUBRICATION_ISSUE
3388.89,0.5672,811.9,363.26,159.56,2.11,-2.61,NORMAL
4110.72,0.8323,1003.4,481.37,198.86,-1.49,-1.56,NORMAL
3013.61,0.3968,687.63,296.7,137.15,-1.12,3.45,NORMAL
3332.88,0.5252,783.87,351.36,177.51,2.12,2.31,LUBRICATION_ISSUE
3600.11,0.6283,883.16,418.65,176.78,26.17,24.46,OVERHEATING
4006.84,0.799,977.3,468.42,197.75,-2.47,0.55,NORMAL
2833.33,0.3327,639.73,267.16,127.92,-1.54,2.4,NORMAL
3745.29,0.7082,954.08,452.85,186.85,41.9,25.54,OVERHEATING
3542.56,0.6392,865.13,404.89,190.72,4.46,8.49,LUBRICATION_ISSUE
3265.55,0.5023,791.88,366.72,155.68,27.23,27.94,OVERHEATING
3429.54,0.579,852.74,384.04,169.5,33.87,12.72,OVERHEATING
3076.7,0.4357,758.03,332.13,150.02,42.8,22.99,OVERHEATING
3189.4,0.4629,741.81,327.81,169.2,4.61,5.5,LUBRICATION_ISSUE
3901.41,0.7487,984.82,465.92,190.73,40.53,19.35,OVERHEATING
2915.37,0.355,659.53,275.91,132.95,0.78,0.66,NORMAL
2865.14,0.3575,662.03,273.72,131.45,4.3,-0.92,NORMAL
4054.15,0.8191,993.23,476.05,199.98,-0.91,-0.44,NORMAL
3512.31,0.6146,845.15,397.68,197.9,0.76,11.05,LUBRICATION_ISSUE
3402.12,0.5813,826.83,373.13,163.4,7.91,1.79,NORMAL
3167.64,0.4766,747.33,333.67,170.21,2.98,7.07,LUBRICATION_ISSUE
3174.04,0.4766,791.15,341.12,150.91,46.52,14.34,OVERHEATING
3881.64,0.7631,954.03,460.47,219.2,2.1,9.31,LUBRICATION_ISSUE
2965.34,0.3597,667.98,288.68,165.49,3.9,10.23,LUBRICATION_ISSUE
3665.94,0.6635,920.01,432.73,180.96,38.63,23.9,OVERHEATING
3533.4,0.6007,834.58,379.11,167.45,-2.53,-3.16,NORMAL
3279.99,0.4981,768.31,343.11,180.25,5.45,5.39,LUBRICATION_ISSUE
4188.4,0.8975,1045.24,508.62,200.8,-2.67,-0.13,NORMAL
3107.64,0.4661,732.26,326.95,162.9,-2.77,5.93,LUBRICATION_ISSUE
3258.54,0.4919,784.83,360.85,150.41,26.78,26.02,OVERHEATING
3761.39,0.6923,905.21,423.61,179.86,1.78,1.56,NORMAL
4032.18,0.8116,1033.37,485.04,197.51,44.82,11.91,OVERHEATING
3063.97,0.4151,703.77,301.67,141.0,1.49,0.3,NORMAL
3442.18,0.5821,816.56,376.33,166.35,-4.82,3.5,NORMAL
4216.85,0.8927,1084.1,519.91,203.04,37.63,12.03,OVERHEATING
3413.38,0.5571,826.42,374.47,162.7,21.5,11.51,OVERHEATING
3031.05,0.4216,699.08,299.44,140.97,-5.41,-3.26,NORMAL
4020.96,0.8269,1024.02,491.54,203.88,26.85,13.24,OVERHEATING
3716.96,0.6728,888.91,413.44,179.41,-0.61,-0.27,NORMAL
4248.58,0.893,1044.49,511.7,201.17,-3.76,2.75,NORMAL
3838.74,0.7188,931.08,438.57,200.9,7.86,4.63,LUBRICATION_ISSUE
3503.14,0.6133,884.74,397.08,172.66,41.62,11.21,OVERHEATING
4119.09,0.8247,1020.83,497.52,205.74,20.02,17.04,OVERHEATING
3859.34,0.7437,932.9,443.82,191.15,-6.26,0.32,NORMAL
3518.16,0.6037,835.81,383.2,167.89,-2.33,0.31,NORMAL
3332.45,0.5419,795.31,356.94,158.71,3.58,1.9,NORMAL
2845.63,0.3378,641.93,268.44,128.22,-3.01,1.48,NORMAL
4020.55,0.822,994.37,478.67,201.13,0.17,2.15,NORMAL
3523.67,0.6226,848.56,391.23,171.22,-1.16,1.39,NORMAL
3137.62,0.4484,730.12,326.81,163.82,4.18,11.24,LUBRICATION_ISSUE
4104.72,0.8496,1020.35,486.63,201.38,5.33,-2.39,NORMAL
4203.37,0.889,1052.6,511.26,223.0,9.05,5.13,LUBRICATION_ISSUE
3432.52,0.5796,842.49,389.44,163.07,23.08,17.8,OVERHEATING
3867.28,0.7437,969.27,471.26,189.64,29.67,27.51,OVERHEATING
4148.82,0.8935,1069.83,527.92,202.71,26.28,21.79,OVERHEATING
3374.65,0.5489,829.24,376.39,163.77,31.18,17.56,OVERHEATING
3255.31,0.4986,791.65,360.73,155.37,29.7,23.56,OVERHEATING
2865.17,0.3533,658.51,279.83,160.13,3.29,6.7,LUBRICATION_ISSUE
4280.05,0.9258,1070.87,525.42,201.86,1.4,3.73,NORMAL
3477.07,0.5939,825.71,377.64,165.63,-4.51,-0.49,NORMAL
4056.08,0.8156,1020.79,498.58,202.37,28.6,23.27,OVERHEATING
3936.31,0.7926,974.82,466.94,221.88,2.44,3.51,LUBRICATION_ISSUE
3764.57,0.7063,941.33,447.75,188.68,29.31,20.54,OVERHEATING
4228.4,0.896,1051.35,516.4,214.52,2.31,6.98,LUBRICATION_ISSUE
2863.84,0.3414,651.5,269.34,130.57,3.49,0.53,NORMAL
2967.49,0.3723,675.09,291.3,158.67,3.35,8.25,LUBRICATION_ISSUE
3891.11,0.755,946.45,458.65,217.44,-1.12,10.11,LUBRICATION_ISSUE
2949.97,0.3894,680.17,290.31,134.38,-0.97,1.63,NORMAL
3569.77,0.6175,853.19,395.5,196.21,4.23,6.12,LUBRICATION_ISSUE
3926.07,0.7705,959.98,467.32,219.64,1.34,12.14,LUBRICATION_ISSUE
3504.2,0.591,873.12,392.64,169.1,43.3,14.76,OVERHEATING
3849.91,0.7143,923.1,436.87,209.88,2.04,4.23,LUBRICATION_ISSUE
3247.14,0.5039,798.45,362.29,158.49,33.75,23.47,OVERHEATING
3693.01,0.6621,925.74,435.95,179.71,43.81,26.79,OVERHEATING
3686.83,0.6677,883.9,412.17,178.66,-1.08,1.18,NORMAL
4131.7,0.8729,1057.7,517.36,204.75,27.4,19.18,OVERHEATING
3825.11,0.7121,919.16,431.64,183.1,0.64,0.53,NORMAL
4051.01,0.8223,998.01,476.99,200.13,2.1,-0.56,NORMAL
3557.39,0.6119,845.96,383.65,166.37,0.94,-3.36,NORMAL
3663.73,0.6903,934.19,438.34,182.54,36.84,19.93,OVERHEATING
3579.26,0.6243,852.91,393.38,168.8,-0.62,1.26,NORMAL
3986.24,0.7815,971.37,458.17,192.24,3.16,-2.76,NORMAL
3341.98,0.5328,784.54,355.17,157.53,-2.25,3.1,NORMAL
3411.62,0.5853,848.42,388.03,164.75,26.66,14.97,OVERHEATING
4224.19,0.9118,1103.35,539.98,199.05,45.06,25.01,OVERHEATING
3229.31,0.4926,756.81,338.16,149.33,-0.23,3.95,NORMAL
3134.43,0.4785,742.89,328.19,149.06,-0.95,1.88,NORMAL
3383.84,0.539,791.67,357.33,159.67,-0.95,1.76,NORMAL
3504.58,0.6148,847.73,395.39,193.1,3.62,8.92,LUBRICATION_ISSUE
3794.86,0.6989,910.78,428.24,179.8,1.72,2.8,NORMAL
3356.79,0.5358,792.7,359.28,178.99,3.4,5.7,LUBRICATION_ISSUE
2986.75,0.4124,691.9,302.94,161.6,-4.86,4.88,LUBRICATION_ISSUE
3382.57,0.5541,809.32,359.34,162.78,7.74,-1.61,NORMAL
3475.03,0.5787,822.59,380.03,193.27,1.64,7.46,LUBRICATION_ISSUE
3588.86,0.6258,853.63,399.75,199.23,-1.31,6.79,LUBRICATION_ISSUE
3073.2,0.4148,701.78,307.1,164.36,-0.74,5.58,LUBRICATION_ISSUE
3974.37,0.7891,973.94,470.13,211.7,1.78,6.84,LUBRICATION_ISSUE
3730.66,0.7084,955.17,445.95,183.43,43.6,19.01,OVERHEATING
3453.84,0.573,839.81,386.93,168.39,23.3,17.03,OVERHEATING
3856.16,0.7434,941.54,444.5,218.98,2.69,1.19,LUBRICATION_ISSUE
4038.86,0.8199,993.72,476.95,196.21,-0.17,0.62,NORMAL
3333.24,0.531,816.12,375.15,159.23,30.83,23.98,OVERHEATING
4221.11,0.8792,1039.33,510.22,229.14,0.73,7.06,LUBRICATION_ISSUE
3976.09,0.7796,972.39,462.49,209.84,5.85,2.57,LUBRICATION_ISSUE
2928.72,0.3753,670.88,285.08,164.31,-0.74,2.11,LUBRICATION_ISSUE
3163.62,0.4525,732.23,325.7,173.42,2.53,7.88,LUBRICATION_ISSUE
4233.67,0.8781,1045.17,509.01,226.68,6.62,5.88,LUBRICATION_ISSUE
3616.37,0.6493,872.29,404.78,172.85,1.88,2.54,NORMAL
3388.96,0.5406,793.92,365.0,183.69,0.13,8.73,LUBRICATION_ISSUE
3616.35,0.6436,860.75,401.3,172.58,-6.25,1.11,NORMAL
3865.58,0.7331,981.65,458.83,188.19,48.53,18.96,OVERHEATING
3868.63,0.7573,945.44,460.45,208.02,-2.39,11.75,LUBRICATION_ISSUE
4005.56,0.7764,965.93,472.46,219.32,-0.21,12.78,LUBRICATION_ISSUE
4150.65,0.871,1056.65,523.24,202.6,26.51,25.16,OVERHEATING
2817.02,0.325,635.7,261.63,123.1,-0.13,0.13,NORMAL
3551.21,0.6375,861.86,395.74,171.12,1.8,-0.29,NORMAL
2882.77,0.3529,660.12,285.15,157.9,4.26,11.64,LUBRICATION_ISSUE
3361.18,0.5453,801.16,360.27,157.05,5.95,3.14,NORMAL
4010.22,0.8157,991.02,476.16,226.94,1.09,2.2,LUBRICATION_ISSUE
3540.14,0.6238,898.2,413.66,169.81,46.93,22.9,OVERHEATING
3237.36,0.4831,754.81,328.84,148.42,3.12,-2.18,NORMAL
3916.62,0.7676,955.49,451.82,191.82,-0.9,-2.01,NORMAL
4216.01,0.8898,1051.16,512.94,224.54,6.5,6.14,LUBRICATION_ISSUE
4188.12,0.866,1020.45,499.7,197.39,-8.55,2.3,NORMAL
4165.45,0.8756,1076.64,531.98,203.67,42.98,31.79,OVERHEATING
3637.92,0.6499,874.33,410.26,203.07,2.51,7.17,LUBRICATION_ISSUE
3571.48,0.6505,898.29,422.37,178.75,29.41,21.04,OVERHEATING
3894.81,0.773,956.13,465.52,219.86,-2.4,10.4,LUBRICATION_ISSUE
3796.71,0.7163,919.37,431.92,183.23,-0.24,0.16,NORMAL
3550.46,0.6196,846.35,395.29,186.02,-2.94,5.72,LUBRICATION_ISSUE
4323.22,0.9175,1066.0,519.89,201.01,-0.64,-0.1,NORMAL
3080.83,0.4088,699.32,301.61,141.87,0.01,2.02,NORMAL
3737.77,0.6921,926.8,438.01,185.56,24.63,16.71,OVERHEATING
4044.93,0.8161,993.6,476.7,199.31,1.71,1.57,NORMAL
3859.53,0.7352,939.57,441.52,210.12,5.47,1.06,LUBRICATION_ISSUE
3341.79,0.535,788.12,355.54,157.46,0.03,2.69,NORMAL
2990.93,0.4049,688.7,295.05,138.03,-3.78,-0.43,NORMAL
3778.53,0.702,939.24,438.18,184.53,29.09,12.09,OVERHEATING
3973.36,0.7843,1000.27,472.37,198.51,31.04,10.83,OVERHEATING
4177.65,0.8642,1029.22,495.44,199.65,1.8,-1.01,NORMAL
3053.13,0.4198,702.64,302.9,140.01,-1.88,0.19,NORMAL
3606.25,0.6404,908.23,427.11,177.89,43.69,28.38,OVERHEATING
4024.17,0.7981,979.37,469.55,196.44,-0.71,1.5,NORMAL
4319.03,0.9275,1075.05,522.7,200.48,2.58,-0.79,NORMAL
3541.83,0.6245,893.91,416.88,170.28,42.1,25.8,OVERHEATING
4116.37,0.842,1010.02,494.98,230.87,-0.97,8.38,LUBRICATION_ISSUE
3557.56,0.6103,850.39,397.94,196.22,6.31,11.48,LUBRICATION_ISSUE
4219.5,0.8913,1085.78,518.8,200.78,40.0,11.34,OVERHEATING
3035.8,0.4276,711.94,307.16,167.91,3.61,2.16,LUBRICATION_ISSUE
2948.31,0.3721,671.81,288.73,155.49,1.16,6.34,LUBRICATION_ISSUE
3373.51,0.5444,830.94,374.44,160.15,35.64,17.26,OVERHEATING
4322.56,0.9262,1117.06,538.64,199.82,45.18,15.51,OVERHEATING
3431.47,0.5647,812.4,370.49,192.49,2.0,4.25,LUBRICATION_ISSUE
3294.01,0.5072,769.86,338.71,154.68,0.85,-2.7,NORMAL
3602.69,0.639,863.06,408.05,199.22,-0.5,9.91,LUBRICATION_ISSUE
4222.48,0.8925,1088.91,535.02,200.96,42.3,27.06,OVERHEATING
3225.05,0.5056,764.07,348.1,179.87,-0.55,9.33,LUBRICATION_ISSUE
3951.72,0.7957,1008.15,477.08,196.46,33.14,12.08,OVERHEATING
4145.13,0.852,1053.44,507.33,200.89,34.99,16.25,OVERHEATING
3535.81,0.6096,847.41,392.11,181.22,4.88,6.59,LUBRICATION_ISSUE
3417.22,0.5528,840.21,388.26,163.59,37.69,26.75,OVERHEATING
4103.28,0.839,1011.59,479.75,201.02,3.0,-5.41,NORMAL
3263.21,0.493,757.12,341.71,181.01,-1.81,6.35,LUBRICATION_ISSUE
3673.0,0.6573,877.39,407.88,174.89,-0.65,1.05,NORMAL
3719.42,0.6977,948.48,442.75,185.89,43.87,19.98,OVERHEATING
3363.87,0.5262,782.92,352.77,159.06,-0.97,2.43,NORMAL
3120.88,0.4621,738.0,327.2,175.48,4.7,7.21,LUBRICATION_ISSUE
3255.75,0.5232,782.13,352.55,168.78,5.42,6.52,LUBRICATION_ISSUE
3755.26,0.7006,906.71,422.88,179.46,-1.41,-1.99,NORMAL
4330.5,0.9322,1111.51,547.34,201.62,35.67,21.83,OVERHEATING
3479.0,0.6038,836.11,387.13,185.09,-0.15,5.38,LUBRICATION_ISSUE
3403.69,0.5748,810.06,367.37,162.02,-4.98,-1.66,NORMAL
3935.31,0.7785,1000.95,480.93,198.41,37.09,22.61,OVERHEATING
3893.01,0.7642,956.41,452.12,192.05,3.27,0.23,NORMAL
2923.45,0.3762,674.41,290.72,159.75,2.55,7.6,LUBRICATION_ISSUE
3602.74,0.6319,859.91,396.57,177.74,0.65,1.02,NORMAL
4090.12,0.8237,999.43,478.71,199.45,0.72,-0.52,NORMAL
3710.85,0.6856,896.39,418.28,181.12,-0.51,0.14,NORMAL
3000.81,0.4007,687.92,295.42,135.41,-2.55,1.15,NORMAL
2924.29,0.3607,660.97,285.16,148.25,-1.69,7.57,LUBRICATION_ISSUE
4079.08,0.8435,1009.57,493.94,231.73,-0.51,7.89,LUBRICATION_ISSUE
3227.01,0.4994,762.22,348.09,173.94,1.21,11.49,LUBRICATION_ISSUE
4025.58,0.7915,971.6,468.98,194.68,-4.59,3.26,NORMAL
4100.07,0.8613,1025.57,491.26,199.02,3.79,-1.81,NORMAL
4154.34,0.8571,1040.89,516.51,200.01,18.9,23.32,OVERHEATING
3944.47,0.7717,993.17,483.31,196.86,32.95,27.18,OVERHEATING
3250.29,0.4923,754.47,337.16,154.18,-3.41,2.43,NORMAL
3321.33,0.5116,809.72,361.03,158.47,36.67,17.19,OVERHEATING
2929.6,0.362,664.81,284.9,159.79,1.12,6.69,LUBRICATION_ISSUE
2848.55,0.3371,641.96,263.7,129.32,-2.71,-3.1,NORMAL
3832.86,0.7306,924.15,435.36,186.3,-5.88,-2.66,NORMAL
3304.75,0.519,777.87,349.98,170.67,1.25,4.01,LUBRICATION_ISSUE
3022.27,0.4004,719.48,317.83,139.81,28.11,23.0,OVERHEATING
3666.76,0.6774,896.55,418.83,207.7,6.76,4.96,LUBRICATION_ISSUE
4035.17,0.7998,983.76,469.69,197.93,2.12,0.7,NORMAL
4020.81,0.7996,977.68,469.71,194.18,-3.11,1.24,NORMAL
3565.65,0.6179,848.25,392.43,170.4,-0.76,3.03,NORMAL
3548.92,0.6345,896.88,405.52,174.49,38.75,10.64,OVERHEATING
4142.05,0.8491,1020.56,490.33,201.06,3.99,0.39,NORMAL
2750.63,0.3072,614.06,252.01,124.95,-7.77,-1.09,NORMAL
2831.95,0.3195,630.17,261.2,125.08,-3.12,1.23,NORMAL
3400.86,0.5787,824.64,379.13,181.99,7.41,8.79,LUBRICATION_ISSUE
4072.24,0.8156,993.13,488.18,216.0,0.17,12.4,LUBRICATION_ISSUE
2994.62,0.4151,698.19,299.37,136.33,-0.57,0.11,NORMAL
3526.45,0.6048,882.12,408.93,174.24,42.9,25.4,OVERHEATING
3338.74,0.5326,789.46,359.57,183.66,2.97,7.68,LUBRICATION_ISSUE
3691.21,0.667,910.16,428.91,181.74,25.42,18.07,OVERHEATING
2952.9,0.3931,686.63,293.92,137.07,3.11,3.8,NORMAL
3738.4,0.7019,935.13,439.62,180.91,27.06,14.78,OVERHEATING
4066.87,0.8402,1009.31,491.86,221.13,1.84,7.38,LUBRICATION_ISSUE
3860.24,0.7278,930.1,444.27,217.8,0.42,6.46,LUBRICATION_ISSUE
3583.87,0.6203,851.83,399.3,193.58,0.46,8.47,LUBRICATION_ISSUE
4282.84,0.9186,1110.04,545.26,203.82,44.74,26.07,OVERHEATING
4280.77,0.9074,1092.26,531.84,202.52,33.79,16.77,OVERHEATING
2962.48,0.3565,665.07,276.33,134.78,3.04,-0.88,NORMAL
3592.76,0.6321,861.65,399.09,202.57,2.73,3.74,LUBRICATION_ISSUE
3489.53,0.6031,837.71,376.3,166.52,1.37,-5.5,NORMAL
3367.61,0.5611,851.03,373.45,166.01,46.01,10.44,OVERHEATING
3978.38,0.7621,1004.5,480.18,192.24,48.35,26.49,OVERHEATING
3472.83,0.5803,821.21,374.42,163.66,-0.64,1.31,NORMAL
3808.56,0.7214,924.77,438.83,183.83,1.53,4.89,NORMAL
2835.0,0.3238,639.72,264.06,127.08,3.67,2.43,NORMAL
4410.4,0.9482,1128.68,545.93,206.35,39.24,12.27,OVERHEATING
3301.39,0.5369,819.81,369.79,160.75,32.58,17.45,OVERHEATING
4122.63,0.8393,1030.69,513.53,202.66,20.99,27.71,OVERHEATING
3610.32,0.6334,855.52,396.32,172.14,-5.02,-0.01,NORMAL
3491.06,0.6155,872.27,411.45,171.43,28.45,25.15,OVERHEATING
4207.78,0.8947,1051.22,516.76,220.81,4.0,8.43,LUBRICATION_ISSUE
3985.41,0.7667,962.69,463.22,221.61,3.41,7.65,LUBRICATION_ISSUE
3872.63,0.7417,941.03,451.81,216.18,2.4,8.64,LUBRICATION_ISSUE
3395.17,0.5551,803.27,361.89,161.45,0.45,0.2,NORMAL
3660.07,0.6696,885.09,417.53,197.13,0.32,6.66,LUBRICATION_ISSUE
3596.19,0.6469,896.31,427.87,176.88,28.38,27.11,OVERHEATING
3970.53,0.7813,1006.73,481.31,198.1,39.44,20.94,OVERHEATING
3559.5,0.6234,854.22,396.85,187.74,2.19,5.63,LUBRICATION_ISSUE
3620.52,0.6345,906.97,409.34,176.35,45.21,12.29,OVERHEATING
4045.57,0.8116,1033.4,487.16,201.27,44.16,13.62,OVERHEATING
2851.7,0.3531,652.83,273.89,132.58,-1.59,1.24,NORMAL
3282.38,0.5151,771.94,346.26,153.29,-1.23,2.36,NORMAL
4021.92,0.7884,978.73,474.53,229.34,4.57,10.03,LUBRICATION_ISSUE
3305.81,0.5326,785.84,350.92,158.47,1.01,0.02,NORMAL
3493.17,0.5886,873.08,399.45,170.02,45.27,22.77,OVERHEATING
4259.79,0.8955,1079.97,527.15,202.58,29.7,16.98,OVERHEATING
4240.97,0.8985,1050.96,520.71,229.4,-0.18,10.03,LUBRICATION_ISSUE
3722.92,0.6736,887.63,422.87,208.14,-2.71,8.67,LUBRICATION_ISSUE
3054.91,0.4182,702.64,302.0,139.93,-1.0,-0.19,NORMAL
4099.85,0.8565,1049.81,506.55,203.09,30.91,15.21,OVERHEATING
3607.98,0.6544,915.46,415.96,176.99,42.44,12.15,OVERHEATING
2748.82,0.3089,620.73,251.85,123.31,-2.07,-1.83,NORMAL
2934.47,0.3988,684.27,291.55,135.84,-1.75,-0.06,NORMAL
4197.34,0.8741,1035.59,504.58,232.33,1.29,4.0,LUBRICATION_ISSUE
3341.29,0.5221,783.41,351.28,178.03,3.06,3.07,LUBRICATION_ISSUE
4236.35,0.8935,1051.73,519.5,228.48,3.79,10.74,LUBRICATION_ISSUE
2895.62,0.357,663.73,285.5,157.16,4.75,10.11,LUBRICATION_ISSUE
4264.12,0.9026,1053.65,516.37,198.47,-1.13,3.5,NORMAL
4005.44,0.7867,979.99,466.59,219.46,7.71,3.22,LUBRICATION_ISSUE
3112.14,0.4373,715.57,312.58,142.65,-2.41,1.79,NORMAL
3730.83,0.7201,922.49,434.7,200.93,3.87,3.53,LUBRICATION_ISSUE
3239.84,0.5051,809.63,353.56,152.06,44.58,14.53,OVERHEATING
3286.62,0.5171,801.91,361.15,155.29,27.31,16.39,OVERHEATING
4303.97,0.9214,1096.3,541.4,205.59,28.25,20.57,OVERHEATING
4117.54,0.8368,1048.34,510.63,201.75,40.39,25.86,OVERHEATING
4051.59,0.8232,995.21,486.61,216.09,-1.28,8.71,LUBRICATION_ISSUE
4030.67,0.8285,999.9,480.48,197.76,1.24,1.28,NORMAL
3206.85,0.4668,780.51,344.26,148.82,40.11,20.02,OVERHEATING
4123.9,0.8366,1013.89,488.5,221.77,5.73,3.61,LUBRICATION_ISSUE
2879.21,0.3721,660.42,280.63,135.1,-6.83,0.28,NORMAL
2827.09,0.3164,629.31,255.47,126.89,-1.87,-3.24,NORMAL
3266.08,0.4827,795.46,348.03,154.83,42.51,16.26,OVERHEATING
4280.11,0.9156,1105.25,543.05,203.47,41.86,25.02,OVERHEATING
3678.5,0.676,888.89,412.53,176.38,-0.61,-1.16,NORMAL
3685.58,0.6662,884.74,416.6,190.97,0.74,6.2,LUBRICATION_ISSUE
3893.42,0.7392,940.77,449.82,214.85,2.57,6.9,LUBRICATION_ISSUE
3785.26,0.7211,927.65,439.49,206.07,5.72,6.34,LUBRICATION_ISSUE
3134.31,0.4719,737.93,332.71,166.56,-1.91,8.81,LUBRICATION_ISSUE
4123.79,0.8448,1045.87,504.74,202.71,32.78,16.88,OVERHEATING
3824.73,0.735,928.71,442.91,213.5,-3.54,3.56,LUBRICATION_ISSUE
3014.01,0.425,705.02,302.93,142.08,-0.69,-0.5,NORMAL
3118.91,0.461,733.69,322.3,170.53,1.11,2.76,LUBRICATION_ISSUE
3019.01,0.3995,695.26,296.18,139.28,4.58,1.78,NORMAL
3044.3,0.4204,709.43,311.02,162.97,4.96,8.34,LUBRICATION_ISSUE
2950.39,0.3659,669.86,288.45,162.07,2.77,8.2,LUBRICATION_ISSUE
4312.46,0.9244,1071.26,521.31,197.57,1.0,-0.85,NORMAL
3446.05,0.5787,818.04,370.11,164.41,-1.46,-1.59,NORMAL
3975.21,0.7851,971.42,468.83,222.94,1.6,6.93,LUBRICATION_ISSUE
3516.76,0.5661,817.38,375.03,187.17,1.89,5.73,LUBRICATION_ISSUE
3309.18,0.5495,793.0,356.67,157.55,-2.16,-0.42,NORMAL
4134.14,0.8697,1066.86,523.94,204.92,38.33,26.83,OVERHEATING
3417.17,0.561,852.66,387.17,164.05,45.2,22.69,OVERHEATING
3876.69,0.7258,930.61,449.84,202.97,1.31,12.27,LUBRICATION_ISSUE
4197.91,0.8888,1063.7,527.75,202.12,20.54,21.85,OVERHEATING
3259.56,0.5,767.93,338.06,154.09,4.96,0.28,NORMAL
4084.76,0.8452,1011.63,495.54,227.53,0.26,8.72,LUBRICATION_ISSUE
4258.73,0.9216,1062.42,519.49,198.91,-3.47,-0.05,NORMAL
3120.52,0.4445,722.67,318.69,169.86,-0.05,5.06,LUBRICATION_ISSUE
3928.82,0.7869,1019.76,474.5,196.26,51.15,13.34,OVERHEATING
3236.55,0.4982,760.0,338.42,151.08,-0.74,1.97,NORMAL
4141.39,0.8535,1024.52,502.02,226.79,5.33,10.5,LUBRICATION_ISSUE
3489.96,0.5567,853.06,392.58,165.52,44.57,27.48,OVERHEATING
3880.92,0.7496,947.04,452.61,220.72,3.24,6.33,LUBRICATION_ISSUE
3148.45,0.4385,719.61,321.01,170.53,-0.93,8.69,LUBRICATION_ISSUE
2977.42,0.3863,680.08,295.1,160.11,-0.59,6.7,LUBRICATION_ISSUE
3679.05,0.6734,922.12,426.67,174.8,34.1,13.86,OVERHEATING
3895.48,0.7607,957.52,451.25,192.51,6.33,0.54,NORMAL
3133.8,0.4372,723.69,312.22,167.56,4.66,0.81,LUBRICATION_ISSUE
3569.9,0.6117,891.16,400.09,166.87,45.63,12.77,OVERHEATING
4036.52,0.8202,1015.55,495.54,201.73,21.6,19.17,OVERHEATING
3543.62,0.614,873.15,408.02,170.57,27.54,20.66,OVERHEATING
2997.46,0.4122,731.59,311.66,146.03,34.41,13.35,OVERHEATING
3685.11,0.6575,876.7,414.84,194.66,-2.03,7.6,LUBRICATION_ISSUE
3366.44,0.5668,814.33,372.47,180.63,5.95,7.44,LUBRICATION_ISSUE
3916.52,0.7794,990.88,474.94,198.02,27.42,16.86,OVERHEATING
3685.74,0.6927,939.86,431.75,183.67,39.98,11.82,OVERHEATING
4036.5,0.8145,992.0,483.42,217.29,1.47,9.1,LUBRICATION_ISSUE
2914.21,0.3634,661.41,281.89,151.79,-2.32,3.65,LUBRICATION_ISSUE
4241.9,0.8888,1048.1,509.19,227.17,2.7,1.95,LUBRICATION_ISSUE
3539.62,0.6256,853.55,399.01,196.0,1.19,7.59,LUBRICATION_ISSUE
4171.16,0.8683,1069.71,520.88,205.75,40.18,23.16,OVERHEATING
3583.96,0.6467,890.02,427.75,177.26,22.82,27.44,OVERHEATING
4150.48,0.8527,1015.74,493.57,199.89,-3.42,2.08,NORMAL
