timestamp,rpm,throttle,egt,cht,oil_temp,fault_active,egt_expected,cht_expected,res_egt,res_cht
353.5,2498.43,0.2,548.2,207.09,107.3,False,544.92,206.95,3.28,0.14
354.0,2504.44,0.2,544.87,207.65,110.0,False,545.22,207.13,-0.35,0.52
354.5,2494.65,0.2,542.83,208.45,105.33,False,544.73,206.84,-1.9,1.61
355.0,2465.25,0.2,550.59,211.53,108.26,False,543.26,205.96,7.33,5.57
355.5,2490.66,0.2,549.34,204.99,108.04,False,544.53,206.72,4.81,-1.73
356.0,2523.16,0.2,544.08,203.19,106.83,False,546.16,207.69,-2.08,-4.5
356.5,2507.87,0.2,543.07,209.3,108.52,False,545.39,207.24,-2.32,2.06
357.0,2528.17,0.2,532.3,209.39,108.07,False,546.41,207.85,-14.11,1.54
357.5,2485.72,0.2,541.6,206.61,109.83,False,544.29,206.57,-2.69,0.04
358.0,2482.69,0.2,551.41,207.22,109.9,False,544.13,206.48,7.28,0.74
358.5,2533.55,0.2,544.06,205.67,111.19,False,546.68,208.01,-2.62,-2.34
359.0,2500.2,0.2,545.0,207.78,113.18,False,545.01,207.01,-0.01,0.77
359.5,2506.53,0.2,545.19,207.13,109.49,False,545.33,207.2,-0.14,-0.07
360.0,2512.26,0.2,542.29,204.16,115.05,False,545.61,207.37,-3.32,-3.21
360.5,2470.09,0.2,545.58,204.2,108.12,False,543.5,206.1,2.08,-1.9
361.0,2511.37,0.2,536.14,212.51,106.62,False,545.57,207.34,-9.43,5.17
361.5,2525.21,0.2055,544.69,209.83,108.85,False,549.56,209.74,-4.87,0.09
362.0,2459.23,0.2,550.61,206.76,108.03,False,542.96,205.78,7.65,0.98
362.5,2482.12,0.2,533.72,208.22,110.04,False,544.11,206.46,-10.39,1.76
363.0,2513.88,0.2048,541.19,206.02,108.2,False,548.57,209.14,-7.38,-3.12
363.5,2543.73,0.2211,570.05,217.22,112.73,False,559.85,215.91,10.2,1.31
364.0,2493.4,0.2149,560.61,214.81,110.8,False,553.61,212.17,7.0,2.64
364.5,2526.92,0.2232,558.88,213.69,115.91,False,560.27,216.16,-1.39,-2.47
365.0,2568.41,0.2395,572.96,222.75,112.07,False,572.12,223.27,0.84,-0.52
365.5,2650.52,0.2564,582.44,233.7,116.42,False,586.37,231.82,-3.93,1.88
366.0,2568.61,0.2405,582.33,225.15,117.43,False,572.73,223.64,9.6,1.51
366.5,2574.25,0.239,574.52,224.16,113.73,False,572.11,223.27,2.41,0.89
367.0,2614.4,0.2461,576.13,225.02,118.79,False,578.38,227.03,-2.25,-2.01
367.5,2644.57,0.2621,591.24,233.84,114.61,False,589.49,233.69,1.75,0.15
368.0,2724.71,0.2839,602.08,243.01,119.43,False,606.58,243.95,-4.5,-0.94
368.5,2729.3,0.2888,616.16,249.09,123.4,False,609.75,245.85,6.41,3.24
369.0,2652.62,0.2691,598.72,237.56,116.24,False,594.09,236.45,4.63,1.11
369.5,2719.82,0.2884,600.78,247.02,122.57,False,609.03,245.42,-8.25,1.6
370.0,2782.38,0.3163,633.43,253.41,123.94,False,628.9,257.34,4.53,-3.93
370.5,2768.42,0.3077,617.96,254.14,122.46,False,623.04,253.82,-5.08,0.32
371.0,2817.29,0.3157,628.93,255.03,125.28,False,630.28,258.17,-1.35,-3.14
371.5,2774.85,0.3052,633.63,250.91,123.72,False,621.86,253.12,11.77,-2.21
372.0,2808.01,0.3202,631.84,262.52,125.19,False,632.52,259.51,-0.68,3.01
372.5,2857.41,0.3431,647.14,276.51,128.11,False,648.73,269.24,-1.59,7.27
373.0,2894.49,0.3435,653.48,267.39,130.83,False,650.82,270.49,2.66,-3.1
373.5,2891.35,0.3505,656.04,273.1,130.74,False,654.87,272.92,1.17,0.18
374.0,2900.21,0.3596,657.51,281.51,130.04,False,660.77,276.46,-3.26,5.05
374.5,2952.71,0.367,661.56,277.44,131.28,False,667.84,280.7,-6.28,-3.26
375.0,2923.97,0.3734,659.97,283.16,133.15,False,670.24,282.14,-10.27,1.02
375.5,2880.78,0.3628,667.0,275.7,135.81,False,661.72,277.03,5.28,-1.33
376.0,2963.25,0.3926,687.69,290.01,136.59,False,683.72,290.23,3.97,-0.22
376.5,3015.22,0.4054,698.66,298.76,138.46,False,694.0,296.4,4.66,2.36
377.0,2971.99,0.3972,689.59,292.39,137.75,False,686.92,292.15,2.67,0.24
377.5,3040.34,0.418,704.01,299.73,143.48,False,702.82,301.69,1.19,-1.96
378.0,3096.42,0.4242,700.06,304.51,142.24,False,709.34,305.6,-9.28,-1.09
378.5,3011.53,0.4135,703.22,303.03,140.5,False,698.68,299.21,4.54,3.82
379.0,3040.18,0.4116,698.48,290.94,142.16,False,698.97,299.38,-0.49,-8.44
379.5,3117.15,0.4389,714.82,308.86,144.36,False,719.2,311.52,-4.38,-2.66
380.0,3164.13,0.4628,737.82,323.68,144.59,False,735.89,321.53,1.93,2.15
380.5,3153.38,0.4588,731.5,321.08,146.76,False,732.95,319.77,-1.45,1.31
381.0,3085.35,0.429,713.26,306.31,145.49,False,711.67,307.0,1.59,-0.69
381.5,3196.33,0.4702,742.69,321.83,143.3,False,741.94,325.16,0.75,-3.33
382.0,3166.89,0.4696,744.45,324.71,150.67,False,740.1,324.06,4.35,0.65
382.5,3206.72,0.4786,754.52,323.09,148.49,False,747.5,328.5,7.02,-5.41
383.0,3247.97,0.4973,759.06,338.58,153.84,False,760.78,336.47,-1.72,2.11
383.5,3254.42,0.4923,766.39,336.39,151.48,False,758.1,334.86,8.29,1.53
384.0,3253.82,0.5025,765.23,335.39,155.45,False,764.19,338.51,1.04,-3.12
384.5,3248.46,0.4986,771.44,335.62,150.97,False,761.58,336.95,9.86,-1.33
385.0,3222.35,0.5114,765.78,350.67,155.34,False,767.96,340.77,-2.18,9.9
385.5,3283.24,0.5128,775.98,348.57,155.13,False,771.84,343.11,4.14,5.46
386.0,3299.06,0.5252,775.61,343.19,153.03,False,780.07,348.04,-4.46,-4.85
386.5,3327.15,0.5284,777.06,340.4,154.52,False,783.4,350.04,-6.34,-9.64
387.0,3378.46,0.5392,787.87,357.21,158.15,False,792.44,355.47,-4.57,1.74
387.5,3373.96,0.5501,794.97,359.78,159.29,False,798.76,359.25,-3.79,0.53
388.0,3377.22,0.5475,794.68,358.59,159.22,False,797.36,358.42,-2.68,0.17
388.5,3374.05,0.5546,797.35,356.38,159.7,False,801.46,360.88,-4.11,-4.5
389.0,3488.35,0.5752,821.43,374.11,164.99,False,819.54,371.72,1.89,2.39
389.5,3434.2,0.5942,828.54,380.14,166.46,False,828.23,376.94,0.31,3.2
390.0,3468.68,0.5844,827.7,371.4,162.55,False,824.07,374.44,3.63,-3.04
390.5,3496.82,0.6037,834.59,380.67,166.12,False,837.06,382.24,-2.47,-1.57
391.0,3447.44,0.5805,817.92,375.85,164.76,False,820.67,372.4,-2.75,3.45
391.5,3501.81,0.6017,838.03,383.89,167.06,False,836.11,381.67,1.92,2.22
392.0,3554.31,0.6154,843.7,382.25,169.77,False,846.96,388.17,-3.26,-5.92
392.5,3551.6,0.6173,845.77,386.09,170.61,False,847.96,388.78,-2.19,-2.69
393.0,3571.1,0.6196,844.77,387.76,173.11,False,850.32,390.19,-5.55,-2.43
393.5,3578.6,0.6291,856.9,385.44,169.41,False,856.39,393.83,0.51,-8.39
394.0,3567.35,0.625,858.75,390.89,168.5,False,853.37,392.02,5.38,-1.13
394.5,3580.87,0.6336,857.9,402.34,167.39,False,859.2,395.52,-1.3,6.82
395.0,3562.37,0.6312,862.12,397.01,171.43,False,856.84,394.1,5.28,2.91
395.5,3590.3,0.637,861.4,396.51,172.86,False,861.72,397.03,-0.32,-0.52
396.0,3608.07,0.6516,863.69,406.06,174.99,False,871.36,402.82,-7.67,3.24
396.5,3669.29,0.6534,870.7,404.75,176.46,False,875.5,405.3,-4.8,-0.55
397.0,3610.19,0.6426,880.2,400.45,176.4,False,866.07,399.64,14.13,0.81
397.5,3651.57,0.6685,889.99,406.32,180.14,False,883.68,410.21,6.31,-3.89
398.0,3648.92,0.6623,883.43,407.39,177.46,False,879.83,407.9,3.6,-0.51
398.5,3637.17,0.6554,875.35,404.07,177.49,False,875.1,405.06,0.25,-0.99
399.0,3648.66,0.6589,869.93,402.67,175.57,False,877.77,406.66,-7.84,-3.99
399.5,3691.86,0.6905,885.1,422.59,179.94,False,898.89,419.34,-13.79,3.25
400.0,3720.24,0.6853,901.07,416.76,178.52,False,897.19,418.32,3.88,-1.56
400.5,3692.49,0.6771,895.78,413.16,175.52,False,890.88,414.53,4.9,-1.37
401.0,3737.21,0.6994,906.76,424.45,180.64,False,906.5,423.9,0.26,0.55
401.5,3708.78,0.6821,882.74,422.36,178.61,False,894.7,416.82,-11.96,5.54
402.0,3716.94,0.6905,897.28,424.8,178.96,False,900.15,420.09,-2.87,4.71
402.5,3727.42,0.6946,902.35,426.0,176.94,False,903.13,421.88,-0.78,4.12
403.0,3668.12,0.6759,886.0,409.19,176.54,False,888.95,413.37,-2.95,-4.18
403.5,3701.18,0.6709,888.4,412.39,175.27,False,887.6,412.56,0.8,-0.17
404.0,3692.6,0.6774,895.45,417.37,179.48,False,891.07,414.64,4.38,2.73
404.5,3710.87,0.6869,897.01,424.92,176.08,False,897.68,418.61,-0.67,6.31
405.0,3703.96,0.6933,899.43,420.0,180.08,False,901.18,420.71,-1.75,-0.71
405.5,3715.52,0.6809,896.18,413.57,178.9,False,894.32,416.59,1.86,-3.02
406.0,3765.16,0.6888,899.88,416.08,180.24,False,901.54,420.92,-1.66,-4.84
406.5,3691.98,0.6851,894.49,420.84,180.5,False,895.66,417.4,-1.17,3.44
407.0,3750.39,0.7045,912.11,424.57,181.59,False,910.22,426.13,1.89,-1.56
407.5,3764.78,0.7041,918.44,425.77,184.45,False,910.7,426.42,7.74,-0.65
408.0,3741.79,0.7055,907.34,424.34,182.12,False,910.39,426.23,-3.05,-1.89
408.5,3771.52,0.7061,909.73,420.93,182.53,False,912.24,427.34,-2.51,-6.41
409.0,3792.44,0.7001,913.79,426.91,179.59,False,909.68,425.81,4.11,1.1
409.5,3720.55,0.6944,905.96,423.14,178.51,False,902.67,421.6,3.29,1.54
410.0,3742.96,0.711,915.23,430.14,185.04,False,913.75,428.25,1.48,1.89
410.5,3741.2,0.695,897.29,418.07,183.02,False,904.06,422.44,-6.77,-4.37
411.0,3803.52,0.7094,919.63,430.66,181.05,False,915.82,429.49,3.81,1.17
411.5,3776.62,0.7137,914.12,431.24,180.15,False,917.05,430.23,-2.93,1.01
412.0,3762.83,0.7022,906.46,424.65,180.3,False,909.46,425.68,-3.0,-1.03
412.5,3758.02,0.6921,903.56,421.0,182.05,False,903.16,421.9,0.4,-0.9
413.0,3757.01,0.7034,900.87,429.36,186.13,False,909.89,425.93,-9.02,3.43
413.5,3739.99,0.6911,896.55,418.65,181.47,False,901.66,421.0,-5.11,-2.35
414.0,3714.24,0.6909,901.53,419.31,177.96,False,900.25,420.15,1.28,-0.84
414.5,3703.59,0.6829,888.01,420.01,173.54,False,894.92,416.95,-6.91,3.06
415.0,3701.42,0.6794,895.36,418.91,177.09,False,892.71,415.63,2.65,3.28
415.5,3683.76,0.6872,907.72,414.61,180.48,False,896.51,417.9,11.21,-3.29
416.0,3696.45,0.6825,898.98,412.22,178.84,False,894.32,416.59,4.66,-4.37
416.5,3683.91,0.6701,891.23,410.48,178.73,False,886.26,411.75,4.97,-1.27
417.0,3677.92,0.6732,886.6,410.77,178.48,False,887.82,412.69,-1.22,-1.92
417.5,3646.65,0.6719,889.23,409.82,178.03,False,885.47,411.28,3.76,-1.46
418.0,3656.66,0.674,896.99,414.23,176.89,False,887.23,412.34,9.76,1.89
418.5,3609.35,0.6533,878.03,401.84,176.91,False,872.45,403.47,5.58,-1.63
419.0,3628.7,0.6549,861.67,404.51,174.62,False,874.38,404.62,-12.71,-0.12
419.5,3681.42,0.6633,884.98,412.28,176.07,False,882.05,409.23,2.93,3.05
420.0,3667.1,0.6611,875.47,402.64,173.62,False,880.02,408.01,-4.55,-5.37
420.5,3624.69,0.6469,859.94,395.01,176.54,False,869.37,401.62,-9.43,-6.61
421.0,3628.71,0.6515,877.44,404.66,174.77,False,872.34,403.4,5.1,1.26
421.5,3622.95,0.6489,870.39,401.47,173.32,False,870.49,402.29,-0.1,-0.82
422.0,3564.2,0.6341,863.71,392.89,171.5,False,858.67,395.2,5.04,-2.31
422.5,3521.62,0.6256,858.01,390.1,173.15,False,851.44,390.86,6.57,-0.76
423.0,3585.38,0.6188,847.27,392.91,169.81,False,850.55,390.33,-3.28,2.58
423.5,3573.73,0.6227,848.04,387.93,169.02,False,852.31,391.38,-4.27,-3.45
424.0,3550.07,0.6143,851.92,384.31,167.61,False,846.08,387.65,5.84,-3.34
424.5,3490.21,0.5936,832.79,374.22,166.08,False,830.67,378.4,2.12,-4.18
425.0,3540.6,0.6076,852.09,381.48,166.06,False,841.59,384.95,10.5,-3.47
425.5,3491.27,0.5882,825.74,375.96,163.65,False,827.48,376.49,-1.74,-0.53
426.0,3495.12,0.6001,838.14,380.49,166.55,False,834.82,380.89,3.32,-0.4
426.5,3496.67,0.5855,827.41,377.1,164.5,False,826.13,375.68,1.28,1.42
427.0,3434.32,0.5724,807.85,367.99,162.83,False,815.16,369.09,-7.31,-1.1
427.5,3430.26,0.5683,818.86,367.99,162.56,False,812.49,367.5,6.37,0.49
428.0,3394.83,0.5578,797.59,361.04,160.24,False,804.42,362.65,-6.83,-1.61
428.5,3401.0,0.5651,812.01,365.25,156.19,False,809.11,365.47,2.9,-0.22
429.0,3340.59,0.5497,799.09,363.87,158.18,False,796.85,358.11,2.24,5.76
429.5,3402.75,0.5481,796.94,358.56,162.18,False,799.0,359.4,-2.06,-0.84
430.0,3357.32,0.5481,799.85,356.55,155.24,False,796.73,358.04,3.12,-1.49
430.5,3368.08,0.5343,788.25,349.71,156.08,False,788.98,353.39,-0.73,-3.68
431.0,3293.33,0.5092,780.33,343.68,153.65,False,770.19,342.11,10.14,1.57
431.5,3333.58,0.517,773.85,351.22,157.75,False,776.88,346.13,-3.03,5.09
432.0,3229.04,0.497,759.9,336.0,158.05,False,759.65,335.79,0.25,0.21
432.5,3253.92,0.4966,760.05,336.37,149.92,False,760.66,336.39,-0.61,-0.02
433.0,3260.14,0.5014,766.39,342.36,154.58,False,763.85,338.31,2.54,4.05
433.5,3222.96,0.494,757.04,335.64,150.67,False,757.55,334.53,-0.51,1.11
434.0,3158.87,0.4768,744.48,322.98,147.13,False,744.02,326.41,0.46,-3.43
434.5,3195.01,0.475,748.05,324.96,148.0,False,744.75,326.85,3.3,-1.89
435.0,3176.89,0.477,751.82,330.16,150.37,False,745.04,327.03,6.78,3.13
435.5,3211.07,0.4736,745.32,329.05,149.45,False,744.71,326.83,0.61,2.22
436.0,3151.06,0.4575,730.12,321.61,143.16,False,732.05,319.23,-1.93,2.38
436.5,3097.98,0.4442,720.85,310.58,145.08,False,721.42,312.85,-0.57,-2.27
437.0,3104.08,0.4348,711.77,311.52,144.7,False,716.08,309.65,-4.31,1.87
437.5,3178.11,0.4453,728.13,314.69,142.82,False,726.09,315.65,2.04,-0.96
438.0,3100.03,0.4263,716.49,307.81,139.31,False,710.78,306.47,5.71,1.34
438.5,3032.0,0.4247,709.1,306.31,143.39,False,706.42,303.85,2.68,2.46
439.0,3023.59,0.4173,702.03,297.01,136.5,False,701.56,300.94,0.47,-3.93
439.5,3048.08,0.4123,704.42,297.47,140.96,False,699.78,299.87,4.64,-2.4
440.0,2979.3,0.3907,680.93,288.65,140.61,False,683.38,290.03,-2.46,-1.38
440.5,2916.57,0.3746,676.12,283.84,135.07,False,670.59,282.35,5.53,1.49
441.0,2950.81,0.3729,679.21,283.65,132.28,False,671.28,282.77,7.93,0.88
441.5,2947.71,0.3783,681.55,282.32,134.76,False,674.37,284.62,7.18,-2.3
442.0,2918.68,0.3736,666.82,285.48,136.56,False,670.09,282.06,-3.27,3.42
442.5,2940.41,0.3751,670.38,287.22,135.81,False,672.08,283.25,-1.7,3.97
443.0,2866.64,0.3427,647.59,269.0,131.84,False,648.95,269.37,-1.36,-0.37
443.5,2843.23,0.3527,657.01,275.53,128.09,False,653.78,272.27,3.23,3.26
444.0,2828.56,0.3313,648.3,270.16,126.4,False,640.21,264.12,8.09,6.04
444.5,2847.12,0.3357,645.41,266.96,132.06,False,643.78,266.27,1.63,0.69
445.0,2851.5,0.3342,646.78,266.34,130.73,False,643.1,265.86,3.68,0.48
445.5,2797.09,0.3179,620.36,258.03,124.75,False,630.59,258.36,-10.23,-0.33
446.0,2752.45,0.2969,615.14,247.48,123.65,False,615.76,249.46,-0.62,-1.98
446.5,2778.93,0.3116,630.26,249.74,125.07,False,625.91,255.54,4.35,-5.8
447.0,2715.84,0.2903,611.19,252.07,121.45,False,609.97,245.98,1.22,6.09
447.5,2715.42,0.2906,619.74,246.41,125.7,False,610.13,246.08,9.61,0.33
448.0,2719.28,0.2882,605.85,245.61,123.59,False,608.88,245.33,-3.03,0.28
448.5,2679.38,0.2738,603.44,242.76,118.36,False,598.25,238.95,5.19,3.81
449.0,2681.65,0.2604,594.55,229.54,117.24,False,590.32,234.19,4.23,-4.65
449.5,2659.93,0.2511,574.96,224.39,114.76,False,583.66,230.19,-8.7,-5.8
450.0,2650.55,0.2567,592.0,226.38,119.6,False,586.55,231.93,5.45,-5.55
450.5,2584.09,0.2442,577.09,226.95,117.72,False,575.72,225.43,1.37,1.52
451.0,2541.0,0.2251,565.71,220.24,115.21,False,562.11,217.27,3.6,2.97
451.5,2600.41,0.2293,558.01,221.57,115.16,False,567.6,220.56,-9.59,1.01
452.0,2583.45,0.2258,557.73,217.7,112.67,False,564.65,218.79,-6.92,-1.09
452.5,2560.01,0.2295,566.87,222.84,117.85,False,565.7,219.42,1.17,3.42
453.0,2481.43,0.2013,551.01,204.73,107.83,False,544.85,206.91,6.16,-2.18
453.5,2517.89,0.2046,550.73,208.97,107.0,False,548.65,209.19,2.08,-0.22
454.0,2553.21,0.212,550.15,207.41,110.67,False,554.86,212.92,-4.71,-5.51
454.5,2526.1,0.212,549.38,217.51,108.69,False,553.5,212.1,-4.12,5.41
455.0,2462.88,0.2,551.37,208.87,110.8,False,543.14,205.89,8.23,2.98
455.5,2478.74,0.2,544.3,204.07,109.97,False,543.94,206.36,0.36,-2.29
456.0,2507.44,0.2,549.62,206.11,108.04,False,545.37,207.22,4.25,-1.11
456.5,2505.38,0.2,539.69,204.36,110.27,False,545.27,207.16,-5.58,-2.8
457.0,2513.41,0.2,542.34,207.05,111.83,False,545.67,207.4,-3.33,-0.35
457.5,2538.18,0.2,541.48,204.04,107.56,False,546.91,208.15,-5.43,-4.11
458.0,2495.85,0.2,542.28,209.35,109.7,False,544.79,206.88,-2.51,2.47
458.5,2514.47,0.2,541.16,205.52,104.55,False,545.72,207.43,-4.56,-1.91
459.0,2501.48,0.2,540.27,205.46,106.55,False,545.07,207.04,-4.8,-1.58
459.5,2508.05,0.2,545.06,202.38,107.76,False,545.4,207.24,-0.34,-4.86
460.0,2501.5,0.2,552.13,209.44,107.02,False,545.08,207.05,7.05,2.39
460.5,2483.88,0.2,549.24,206.52,106.18,False,544.19,206.52,5.05,0.0
461.0,2495.45,0.2,544.81,204.84,110.22,False,544.77,206.86,0.04,-2.02
461.5,2507.14,0.2,539.23,204.32,104.58,False,545.36,207.21,-6.13,-2.89
462.0,2502.65,0.2,546.85,208.81,106.59,False,545.13,207.08,1.72,1.73
462.5,2534.29,0.2,549.94,208.01,106.99,False,546.71,208.03,3.23,-0.02
463.0,2511.21,0.2,541.84,206.48,109.33,False,545.56,207.34,-3.72,-0.86
463.5,2488.42,0.2,538.28,211.87,113.98,False,544.42,206.65,-6.14,5.22
464.0,2484.54,0.2,547.55,211.02,106.57,False,544.23,206.54,3.32,4.48
464.5,2517.29,0.2,543.28,202.31,110.24,False,545.86,207.52,-2.58,-5.21
465.0,2508.1,0.2,542.63,204.46,111.05,False,545.4,207.24,-2.77,-2.78
465.5,2530.04,0.2,539.73,205.34,109.32,False,546.5,207.9,-6.77,-2.56
466.0,2496.25,0.2,540.04,207.2,109.34,False,544.81,206.89,-4.77,0.31
466.5,2509.22,0.2,546.6,206.44,107.57,False,545.46,207.28,1.14,-0.84
467.0,2533.8,0.2,551.71,208.9,109.76,False,546.69,208.01,5.02,0.89
467.5,2495.68,0.2,545.51,207.69,109.94,False,544.78,206.87,0.73,0.82
468.0,2486.34,0.2,552.25,209.31,108.22,False,544.32,206.59,7.93,2.72
468.5,2500.63,0.2,547.36,214.6,109.38,False,545.03,207.02,2.33,7.58
469.0,2490.3,0.2,551.14,208.21,100.22,False,544.51,206.71,6.62,1.5
469.5,2460.08,0.2,552.6,198.68,110.88,False,543.0,205.8,9.6,-7.12
470.0,2508.92,0.2,550.75,208.09,110.17,False,545.45,207.27,5.3,0.82
470.5,2513.84,0.2,553.75,210.39,105.02,False,545.69,207.42,8.06,2.97
471.0,2468.14,0.2,545.22,208.18,106.14,False,543.41,206.04,1.81,2.14
471.5,2489.04,0.2,544.14,201.15,108.34,False,544.45,206.67,-0.31,-5.52
472.0,2507.58,0.2,546.22,206.21,109.57,False,545.38,207.23,0.84,-1.02
472.5,2506.35,0.2,544.07,205.06,110.05,False,545.32,207.19,-1.25,-2.13
473.0,2500.57,0.2,543.48,206.02,107.98,False,545.03,207.02,-1.55,-1.0
473.5,2504.63,0.2,549.25,205.41,112.79,False,545.23,207.14,4.02,-1.73
474.0,2480.13,0.2,536.33,211.6,111.74,False,544.01,206.4,-7.68,5.2
474.5,2536.23,0.2,543.24,206.19,111.87,False,546.81,208.09,-3.57,-1.9
475.0,2504.97,0.2,543.01,205.16,105.31,False,545.25,207.15,-2.24,-1.99
475.5,2511.98,0.2,545.1,204.02,109.45,False,545.6,207.36,-0.5,-3.34
476.0,2503.33,0.2,541.02,209.6,102.74,False,545.17,207.1,-4.15,2.5
476.5,2469.83,0.2,543.79,206.98,108.07,False,543.49,206.09,0.3,0.89
477.0,2503.05,0.2,548.99,207.05,115.36,False,545.15,207.09,3.84,-0.04
477.5,2465.79,0.2,542.28,210.44,106.33,False,543.29,205.97,-1.01,4.47
478.0,2527.41,0.2,545.21,205.99,105.28,False,546.37,207.82,-1.16,-1.83
478.5,2464.37,0.2,550.67,209.3,111.26,False,543.22,205.93,7.45,3.37
479.0,2510.41,0.2,549.34,201.54,106.0,False,545.52,207.31,3.82,-5.77
479.5,2507.76,0.2,546.62,210.35,111.3,False,545.39,207.23,1.23,3.12
480.0,2483.04,0.2,544.06,207.97,102.18,False,544.15,206.49,-0.09,1.48
480.5,2488.09,0.2,554.64,205.96,109.27,False,544.4,206.64,10.24,-0.68
481.0,2497.9,0.2,545.75,210.61,110.17,False,544.89,206.94,0.86,3.67
481.5,2550.77,0.2,546.59,207.35,109.34,False,547.54,208.52,-0.95,-1.17
482.0,2494.43,0.2,537.31,203.45,107.96,False,544.72,206.83,-7.41,-3.38
482.5,2510.72,0.2,540.44,204.82,111.75,False,545.54,207.32,-5.1,-2.5
483.0,2491.15,0.2,550.62,204.02,109.78,False,544.56,206.73,6.06,-2.71
483.5,2484.49,0.2,547.05,205.59,106.21,False,544.22,206.53,2.83,-0.94
484.0,2493.78,0.2,543.11,204.12,108.7,False,544.69,206.81,-1.58,-2.69
484.5,2537.84,0.2,547.33,208.72,110.77,False,546.89,208.14,0.44,0.58
485.0,2505.45,0.2,543.65,208.32,109.68,False,545.27,207.16,-1.62,1.16
485.5,2502.92,0.2,543.98,201.33,110.02,False,545.15,207.09,-1.17,-5.76
486.0,2492.18,0.2,542.31,203.67,109.42,False,544.61,206.77,-2.3,-3.1
486.5,2496.5,0.2,535.11,209.78,107.46,False,544.83,206.9,-9.72,2.88
487.0,2488.35,0.2,543.6,206.97,109.96,False,544.42,206.65,-0.82,0.32
487.5,2539.76,0.2082,558.18,212.28,110.12,False,551.91,211.14,6.27,1.14
488.0,2536.52,0.2094,544.56,208.57,109.82,False,552.47,211.48,-7.91,-2.91
488.5,2554.64,0.2128,560.83,216.15,113.26,False,555.41,213.25,5.42,2.9
489.0,2488.73,0.2004,537.01,206.29,111.7,False,544.68,206.81,-7.67,-0.52
489.5,2556.56,0.2212,572.61,216.76,112.12,False,560.55,216.33,12.06,0.43
490.0,2514.45,0.2098,548.87,215.11,112.74,False,551.6,210.96,-2.73,4.15
490.5,2599.02,0.24,573.71,226.75,117.91,False,573.95,224.37,-0.24,2.38
491.0,2614.41,0.2386,571.8,226.27,118.01,False,573.88,224.33,-2.08,1.94
491.5,2653.52,0.2612,588.29,235.35,121.22,False,589.4,233.64,-1.11,1.71
492.0,2630.95,0.252,581.04,229.12,116.81,False,582.75,229.65,-1.71,-0.53
492.5,2679.35,0.2713,592.38,240.17,122.07,False,596.75,238.05,-4.37,2.12
493.0,2703.94,0.277,600.04,242.07,120.79,False,601.4,240.84,-1.36,1.23
493.5,2679.05,0.268,592.83,235.86,122.28,False,594.75,236.85,-1.92,-0.99
494.0,2728.05,0.3013,613.65,250.75,125.48,False,617.18,250.31,-3.53,0.44
494.5,2727.96,0.287,604.58,244.09,121.57,False,608.6,245.16,-4.02,-1.07
495.0,2657.86,0.2721,601.11,239.11,120.68,False,596.15,237.69,4.96,1.42
495.5,2704.65,0.2766,586.61,243.98,116.45,False,601.19,240.72,-14.58,3.26
496.0,2797.09,0.3104,641.11,248.22,126.4,False,626.09,255.66,15.02,-7.44
496.5,2723.48,0.291,611.66,243.87,123.76,False,610.77,246.46,0.89,-2.59
497.0,2746.36,0.3018,611.81,256.08,123.63,False,618.4,251.04,-6.59,5.04
497.5,2840.56,0.3426,647.97,269.4,132.73,False,647.59,268.55,0.38,0.85
498.0,2833.96,0.3352,642.75,269.72,128.61,False,642.82,265.69,-0.07,4.03
498.5,2824.36,0.3342,635.27,263.11,131.45,False,641.74,265.04,-6.47,-1.93
499.0,2808.97,0.3434,651.82,268.9,128.83,False,646.49,267.89,5.33,1.01
499.5,2844.23,0.3547,661.76,275.02,130.8,False,655.03,273.02,6.73,2.0
500.0,2881.06,0.3506,662.28,273.13,128.08,False,654.41,272.65,7.87,0.48
500.5,2942.26,0.37,671.28,271.99,134.74,False,669.11,281.47,2.17,-9.48
501.0,2909.16,0.3652,666.8,273.93,134.36,False,664.58,278.75,2.22,-4.82
501.5,2958.45,0.3903,678.09,292.87,133.57,False,682.1,289.26,-4.01,3.61
502.0,3000.14,0.4008,682.06,293.92,139.35,False,690.49,294.29,-8.43,-0.37
502.5,2962.56,0.3843,675.41,289.74,131.32,False,678.71,287.22,-3.3,2.52
503.0,3050.41,0.4086,698.22,296.86,137.98,False,697.68,298.61,0.54,-1.75
503.5,3007.97,0.4096,700.78,304.59,139.27,False,696.16,297.7,4.62,6.89
504.0,3032.33,0.4067,694.57,299.55,137.91,False,695.64,297.38,-1.07,2.17
504.5,3075.21,0.4359,714.05,306.04,147.19,False,715.3,309.18,-1.25,-3.14
505.0,3074.6,0.4341,709.49,308.15,145.15,False,714.19,308.51,-4.7,-0.36
505.5,3096.43,0.4373,719.56,315.17,144.12,False,717.2,310.32,2.36,4.85
506.0,3117.9,0.4564,726.06,315.28,143.51,False,729.73,317.84,-3.67,-2.56
506.5,3164.78,0.4653,724.36,328.56,145.68,False,737.42,322.45,-13.06,6.11
507.0,3196.71,0.4852,740.74,332.14,148.15,False,750.96,330.57,-10.22,1.57
507.5,3168.64,0.4612,737.96,326.07,145.51,False,735.15,321.09,2.81,4.98
508.0,3196.84,0.4814,746.43,330.81,151.84,False,748.68,329.21,-2.25,1.6
508.5,3260.83,0.4963,759.63,334.94,150.55,False,760.82,336.49,-1.19,-1.55
509.0,3226.12,0.488,754.67,331.49,155.65,False,754.11,332.46,0.56,-0.97
